Paper,Model,Year,Code,Stellar_tracks,Study_label,Paper_link,sigma_CCSN_km_s,sigma_strippedSN_km_s,alpha_CE,beta_MT,CE_optimistic_pessimistic,CE_prescription,lambda_CE,PISN_prescription,MT_stability,RMP,gamma_AM_loss,AM_loss_mechanism,Eddington_limited,f_WR,alpha_CE_notes,HG_donor_CE_survival,wind_prescription,tidal_prescription,NS_remnant_mass,IMF,initial_period_dist,mass_ratio_dist,f_bin,metallicity_range,SFR_model,max_NS_mass_Msun,sigma_ECSN_km_s,BHBH_rate_Gpc3yr,BHBH_frac_CHE,BHBH_frac_SMT,BHBH_frac_other_noCE,BHBH_frac_classicCE,BHBH_frac_SCCE,BHBH_frac_DCCE,BHBH_frac_other_CE,BHBH_total_frac_noCE,BHBH_total_frac_CE,BHNS_rate_Gpc3yr,BHNS_frac_CHE,BHNS_frac_SMT,BHNS_frac_other_noCE,BHNS_frac_classicCE,BHNS_frac_SCCE,BHNS_frac_DCCE,BHNS_frac_other_CE,BHNS_total_frac_noCE,BHNS_total_frac_CE,NSNS_rate_Gpc3yr,NSNS_frac_CHE,NSNS_frac_SMT,NSNS_frac_other_noCE,NSNS_frac_classicCE,NSNS_frac_SCCE,NSNS_frac_DCCE,NSNS_frac_other_CE,NSNS_total_frac_noCE,NSNS_total_frac_CE
Briel et al. (2022),Briel (2022),2023,BPASS,STARS,BRI22,https://ui.adsabs.harvard.edu/abs/2022arXiv220613842B/abstract,265,265,"N/A (BPASS uses detailed stellar structure, not α-λ formalism)",Hurley 2002,N/A (BPASS),BPASS,BPASS,Farmer (2019) with additional assumptions (see Briel 2023) such as the upper limit based on the He core mass from Woosley et al. ( 2002 ).,BPASS,ET04,N/A (BPASS AM loss handled internally by stellar structure code),BPASS,Eddington limited only for NS not BH,N/A (BPASS STARS code; WR winds handled internally),"BPASS CE treated via detailed binary stellar evolution (STARS code), not parametric α-λ",N/A (BPASS does not use α-λ CE formalism; CE outcome from stellar structure),"Vink et al. (2000a,b) hot star winds; de Jager et al. (1988) cool stars; Nugis &amp; Lamers (2000) WR winds; all metallicity-scaled; BPASS STARS code",BPASS STARS code includes tidal interactions in detailed binary models (Eggleton 1971 framework),Eldridge &amp; Tout (2004); Fryer et al. (2012) delayed (fiducial) or rapid (sub-models); Farmer et al. (2019) PISN upper limit with Woosley et al. (2002) He-core constraint,Kroupa (2001) broken power-law; M1: 0.1–300 M☉ (full IMF; BPASS),Sana et al. (2012) log-normal period distribution; BPASS v2.2,"Flat in q = M2/M1; q ∈ [0.1, 1] (BPASS v2.2)",0.55 (Sana et al. 2012 / BPASS v2.2 default),Z = 10⁻⁵ to 0.04; 13 metallicity bins (BPASS v2.2 grid),Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Langer &amp; Norman (2006) or equivalent,2.5 (BPASS default; NS/BH boundary),265 (BPASS applies same Hobbs 2005 Maxwellian to all CCSNe including ECSN),6.500000000000,0.000000000000,0.064400000000,0.000000000000,0.452800000000,0.000000000000,0.000000000000,0.000000000000,0.138500000000,0.861500000000,,,,,,,,,,,,,,,,,,,,
Briel et al. (2022),Briel (2022) - DELAYED,2023,BPASS,STARS,BRI22,https://ui.adsabs.harvard.edu/abs/2022arXiv220613842B/abstract,265,265,"N/A (BPASS uses detailed stellar structure, not α-λ formalism)",Hurley 2002,N/A (BPASS),BPASS,BPASS,Farmer (2019) with additional assumptions (see Briel 2023) such as the upper limit based on the He core mass from Woosley et al. ( 2002 ).,BPASS,F12 rapid,N/A (BPASS AM loss handled internally by stellar structure code),BPASS,Eddington limited only for NS not BH,N/A (BPASS STARS code; WR winds handled internally),"BPASS CE treated via detailed binary stellar evolution (STARS code), not parametric α-λ",N/A (BPASS does not use α-λ CE formalism; CE outcome from stellar structure),"Vink et al. (2000a,b) hot star winds; de Jager et al. (1988) cool stars; Nugis &amp; Lamers (2000) WR winds; all metallicity-scaled; BPASS STARS code",BPASS STARS code includes tidal interactions in detailed binary models (Eggleton 1971 framework),Eldridge &amp; Tout (2004); Fryer et al. (2012) delayed (fiducial) or rapid (sub-models); Farmer et al. (2019) PISN upper limit with Woosley et al. (2002) He-core constraint,Kroupa (2001) broken power-law; M1: 0.1–300 M☉ (full IMF; BPASS),Sana et al. (2012) log-normal period distribution; BPASS v2.2,"Flat in q = M2/M1; q ∈ [0.1, 1] (BPASS v2.2)",0.55 (Sana et al. 2012 / BPASS v2.2 default),Z = 10⁻⁵ to 0.04; 13 metallicity bins (BPASS v2.2 grid),Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Langer &amp; Norman (2006) or equivalent,2.5 (BPASS default; NS/BH boundary),265 (BPASS applies same Hobbs 2005 Maxwellian to all CCSNe including ECSN),48.000000000000,0.000000000000,0.108800000000,0.000000000000,0.353500000000,0.000000000000,0.000000000000,0.000000000000,0.146200000000,0.853400000000,,,,,,,,,,,,,,,,,,,,
Briel et al. (2022),Briel (2022) - RAPID,2023,BPASS,STARS,BRI22,https://ui.adsabs.harvard.edu/abs/2022arXiv220613842B/abstract,265,265,"N/A (BPASS uses detailed stellar structure, not α-λ formalism)",Hurley 2002,N/A (BPASS),BPASS,BPASS,Farmer (2019) with additional assumptions (see Briel 2023) such as the upper limit based on the He core mass from Woosley et al. ( 2002 ).,BPASS,F12 delayed,N/A (BPASS AM loss handled internally by stellar structure code),BPASS,Eddington limited only for NS not BH,N/A (BPASS STARS code; WR winds handled internally),"BPASS CE treated via detailed binary stellar evolution (STARS code), not parametric α-λ",N/A (BPASS does not use α-λ CE formalism; CE outcome from stellar structure),"Vink et al. (2000a,b) hot star winds; de Jager et al. (1988) cool stars; Nugis &amp; Lamers (2000) WR winds; all metallicity-scaled; BPASS STARS code",BPASS STARS code includes tidal interactions in detailed binary models (Eggleton 1971 framework),Eldridge &amp; Tout (2004); Fryer et al. (2012) delayed (fiducial) or rapid (sub-models); Farmer et al. (2019) PISN upper limit with Woosley et al. (2002) He-core constraint,Kroupa (2001) broken power-law; M1: 0.1–300 M☉ (full IMF; BPASS),Sana et al. (2012) log-normal period distribution; BPASS v2.2,"Flat in q = M2/M1; q ∈ [0.1, 1] (BPASS v2.2)",0.55 (Sana et al. 2012 / BPASS v2.2 default),Z = 10⁻⁵ to 0.04; 13 metallicity bins (BPASS v2.2 grid),Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Langer &amp; Norman (2006) or equivalent,2.5 (BPASS default; NS/BH boundary),265 (BPASS applies same Hobbs 2005 Maxwellian to all CCSNe including ECSN),57.100000000000,0.000000000000,0.097300000000,0.000000000000,0.412900000000,0.000000000000,0.000000000000,0.000000000000,0.127900000000,0.872000000000,,,,,,,,,,,,,,,,,,,,
Dorozsmai & Toonen (2022),DT22-M1,2024,SeBa,SSE,DT22,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,0,75,αCE×λ = 0.05 (combined; α not stated separately in paper),0.3,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),Farmer et al. (2019),zeta prescription,F12 delayed,2.5,isotropic re-emission; γ parameter varies per model (see gamma column),True,1,alpha*lambda = 0.05,No (pessimistic; SeBa cemergeflag equivalent),de Jager et al. (1988); Vink et al. (2000) for hot stars; Hamann et al. (1995) for WR stars; metallicity-scaled; SeBa (Toonen et al. 2012),Hut (1981) equilibrium tides; SeBa includes tidal synchronization and circularization,Fryer et al. (2012) delayed; gravitational mass from CO core mass,Kroupa (2001) broken power-law; M1: 3–100 M☉,Flat-in-log (Öpik 1924); 1–10⁶ R☉,"Flat in q = M2/M1; q ∈ (0, 1] (Duchêne &amp; Kraus 2013)",1.0 (all stars assumed to be in binaries for this mass range),Solar metallicity (Z = 0.02) only; single-metallicity study,Not applicable (single-metallicity; no cosmic rate calculation in paper),3.0 (SeBa default; Fryer et al. 2012 delayed),"75 (Verbunt, Igoshev &amp; Cator 2017 bimodal; same as σ_strippedSN; σ₁=75 weight=0.42, σ₂=315 weight=0.58)",23.400000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.589743589700,0.410256410200,,,,,,,,,,,,,,,,,,,,
Dorozsmai & Toonen (2022),DT22-M10,2024,SeBa,SSE,DT22,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,315,75,αCE×λ = 0.05 (combined; α not stated separately in paper),0.7,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),Farmer et al. (2019),zeta prescription,F12 delayed,1,isotropic re-emission; γ parameter varies per model (see gamma column),True,1,alpha*lambda = 0.05,No (pessimistic; SeBa cemergeflag equivalent),de Jager et al. (1988); Vink et al. (2000) for hot stars; Hamann et al. (1995) for WR stars; metallicity-scaled; SeBa (Toonen et al. 2012),Hut (1981) equilibrium tides; SeBa includes tidal synchronization and circularization,Fryer et al. (2012) delayed; gravitational mass from CO core mass,Kroupa (2001) broken power-law; M1: 3–100 M☉,Flat-in-log (Öpik 1924); 1–10⁶ R☉,"Flat in q = M2/M1; q ∈ (0, 1] (Duchêne &amp; Kraus 2013)",1.0 (all stars assumed to be in binaries for this mass range),Solar metallicity (Z = 0.02) only; single-metallicity study,Not applicable (single-metallicity; no cosmic rate calculation in paper),3.0 (SeBa default; Fryer et al. 2012 delayed),"75 (Verbunt, Igoshev &amp; Cator 2017 bimodal; same as σ_strippedSN; σ₁=75 weight=0.42, σ₂=315 weight=0.58)",30.200000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.079470198680,0.920529801300,,,,,,,,,,,,,,,,,,,,
Dorozsmai & Toonen (2022),DT22-M11,2024,SeBa,SSE,DT22,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,315,75,αCE×λ = 0.05 (combined; α not stated separately in paper),0.3,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),Farmer et al. (2019),zeta prescription,F12 delayed,1,isotropic re-emission; γ parameter varies per model (see gamma column),True,1,alpha*lambda = 0.05,No (pessimistic; SeBa cemergeflag equivalent),de Jager et al. (1988); Vink et al. (2000) for hot stars; Hamann et al. (1995) for WR stars; metallicity-scaled; SeBa (Toonen et al. 2012),Hut (1981) equilibrium tides; SeBa includes tidal synchronization and circularization,Fryer et al. (2012) delayed; gravitational mass from CO core mass,Kroupa (2001) broken power-law; M1: 3–100 M☉,Flat-in-log (Öpik 1924); 1–10⁶ R☉,"Flat in q = M2/M1; q ∈ (0, 1] (Duchêne &amp; Kraus 2013)",1.0 (all stars assumed to be in binaries for this mass range),Solar metallicity (Z = 0.02) only; single-metallicity study,Not applicable (single-metallicity; no cosmic rate calculation in paper),3.0 (SeBa default; Fryer et al. 2012 delayed),"75 (Verbunt, Igoshev &amp; Cator 2017 bimodal; same as σ_strippedSN; σ₁=75 weight=0.42, σ₂=315 weight=0.58)",47.800000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.043933054390,0.956066945620,,,,,,,,,,,,,,,,,,,,
Dorozsmai & Toonen (2022),DT22-M12,2024,SeBa,SSE,DT22,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,315,75,αCE×λ = 0.05 (combined; α not stated separately in paper),0.7,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),Farmer et al. (2019),zeta prescription,F12 delayed,1,isotropic re-emission; γ parameter varies per model (see gamma column),True,1,alpha*lambda = 0.05,No (pessimistic; SeBa cemergeflag equivalent),de Jager et al. (1988); Vink et al. (2000) for hot stars; Hamann et al. (1995) for WR stars; metallicity-scaled; SeBa (Toonen et al. 2012),Hut (1981) equilibrium tides; SeBa includes tidal synchronization and circularization,Fryer et al. (2012) delayed; gravitational mass from CO core mass,Kroupa (2001) broken power-law; M1: 3–100 M☉,Flat-in-log (Öpik 1924); 1–10⁶ R☉,"Flat in q = M2/M1; q ∈ (0, 1] (Duchêne &amp; Kraus 2013)",1.0 (all stars assumed to be in binaries for this mass range),Solar metallicity (Z = 0.02) only; single-metallicity study,Not applicable (single-metallicity; no cosmic rate calculation in paper),3.0 (SeBa default; Fryer et al. 2012 delayed),"75 (Verbunt, Igoshev &amp; Cator 2017 bimodal; same as σ_strippedSN; σ₁=75 weight=0.42, σ₂=315 weight=0.58)",28.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.085714285710,0.914285714300,,,,,,,,,,,,,,,,,,,,
Dorozsmai & Toonen (2022),DT22-M13,2024,SeBa,SSE,DT22,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,315,75,αCE×λ = 0.05 (combined; α not stated separately in paper),0.3,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),Farmer et al. (2019),zeta prescription,F12 delayed,1,isotropic re-emission; γ parameter varies per model (see gamma column),True,1,alpha*lambda = 0.05,No (pessimistic; SeBa cemergeflag equivalent),de Jager et al. (1988); Vink et al. (2000) for hot stars; Hamann et al. (1995) for WR stars; metallicity-scaled; SeBa (Toonen et al. 2012),Hut (1981) equilibrium tides; SeBa includes tidal synchronization and circularization,Fryer et al. (2012) delayed; gravitational mass from CO core mass,Kroupa (2001) broken power-law; M1: 3–100 M☉,Flat-in-log (Öpik 1924); 1–10⁶ R☉,"Flat in q = M2/M1; q ∈ (0, 1] (Duchêne &amp; Kraus 2013)",1.0 (all stars assumed to be in binaries for this mass range),Solar metallicity (Z = 0.02) only; single-metallicity study,Not applicable (single-metallicity; no cosmic rate calculation in paper),3.0 (SeBa default; Fryer et al. 2012 delayed),"75 (Verbunt, Igoshev &amp; Cator 2017 bimodal; same as σ_strippedSN; σ₁=75 weight=0.42, σ₂=315 weight=0.58)",70.300000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.624466571800,0.375533428200,,,,,,,,,,,,,,,,,,,,
Dorozsmai & Toonen (2022),DT22-M14,2024,SeBa,SSE,DT22,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,315,75,αCE×λ = 0.05 (combined; α not stated separately in paper),0.7,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),Farmer et al. (2019),zeta prescription,F12 delayed,1,isotropic re-emission; γ parameter varies per model (see gamma column),True,1,alpha*lambda = 0.05,No (pessimistic; SeBa cemergeflag equivalent),de Jager et al. (1988); Vink et al. (2000) for hot stars; Hamann et al. (1995) for WR stars; metallicity-scaled; SeBa (Toonen et al. 2012),Hut (1981) equilibrium tides; SeBa includes tidal synchronization and circularization,Fryer et al. (2012) delayed; gravitational mass from CO core mass,Kroupa (2001) broken power-law; M1: 3–100 M☉,Flat-in-log (Öpik 1924); 1–10⁶ R☉,"Flat in q = M2/M1; q ∈ (0, 1] (Duchêne &amp; Kraus 2013)",1.0 (all stars assumed to be in binaries for this mass range),Solar metallicity (Z = 0.02) only; single-metallicity study,Not applicable (single-metallicity; no cosmic rate calculation in paper),3.0 (SeBa default; Fryer et al. 2012 delayed),"75 (Verbunt, Igoshev &amp; Cator 2017 bimodal; same as σ_strippedSN; σ₁=75 weight=0.42, σ₂=315 weight=0.58)",93.100000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.787325456500,0.212674543460,,,,,,,,,,,,,,,,,,,,
Dorozsmai & Toonen (2022),DT22-M15,2024,SeBa,SSE,DT22,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,315,75,αCE×λ = 0.05 (combined; α not stated separately in paper),0.3,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),Farmer et al. (2019),zeta prescription,F12 delayed,1,isotropic re-emission; γ parameter varies per model (see gamma column),True,1,alpha*lambda = 0.05,No (pessimistic; SeBa cemergeflag equivalent),de Jager et al. (1988); Vink et al. (2000) for hot stars; Hamann et al. (1995) for WR stars; metallicity-scaled; SeBa (Toonen et al. 2012),Hut (1981) equilibrium tides; SeBa includes tidal synchronization and circularization,Fryer et al. (2012) delayed; gravitational mass from CO core mass,Kroupa (2001) broken power-law; M1: 3–100 M☉,Flat-in-log (Öpik 1924); 1–10⁶ R☉,"Flat in q = M2/M1; q ∈ (0, 1] (Duchêne &amp; Kraus 2013)",1.0 (all stars assumed to be in binaries for this mass range),Solar metallicity (Z = 0.02) only; single-metallicity study,Not applicable (single-metallicity; no cosmic rate calculation in paper),3.0 (SeBa default; Fryer et al. 2012 delayed),"75 (Verbunt, Igoshev &amp; Cator 2017 bimodal; same as σ_strippedSN; σ₁=75 weight=0.42, σ₂=315 weight=0.58)",89.600000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.511160714300,0.488839285690,,,,,,,,,,,,,,,,,,,,
Dorozsmai & Toonen (2022),DT22-M16,2024,SeBa,SSE,DT22,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,315,75,αCE×λ = 0.05 (combined; α not stated separately in paper),0.7,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),Farmer et al. (2019),zeta prescription,F12 delayed,1,isotropic re-emission; γ parameter varies per model (see gamma column),True,1,alpha*lambda = 0.05,No (pessimistic; SeBa cemergeflag equivalent),de Jager et al. (1988); Vink et al. (2000) for hot stars; Hamann et al. (1995) for WR stars; metallicity-scaled; SeBa (Toonen et al. 2012),Hut (1981) equilibrium tides; SeBa includes tidal synchronization and circularization,Fryer et al. (2012) delayed; gravitational mass from CO core mass,Kroupa (2001) broken power-law; M1: 3–100 M☉,Flat-in-log (Öpik 1924); 1–10⁶ R☉,"Flat in q = M2/M1; q ∈ (0, 1] (Duchêne &amp; Kraus 2013)",1.0 (all stars assumed to be in binaries for this mass range),Solar metallicity (Z = 0.02) only; single-metallicity study,Not applicable (single-metallicity; no cosmic rate calculation in paper),3.0 (SeBa default; Fryer et al. 2012 delayed),"75 (Verbunt, Igoshev &amp; Cator 2017 bimodal; same as σ_strippedSN; σ₁=75 weight=0.42, σ₂=315 weight=0.58)",101.700000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.747295968500,0.252704031515,,,,,,,,,,,,,,,,,,,,
Dorozsmai & Toonen (2022),DT22-M2,2024,SeBa,SSE,DT22,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,315,75,αCE×λ = 0.05 (combined; α not stated separately in paper),0.7,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),Farmer et al. (2019),zeta prescription,F12 delayed,2.5,isotropic re-emission; γ parameter varies per model (see gamma column),True,1,alpha*lambda = 0.05,No (pessimistic; SeBa cemergeflag equivalent),de Jager et al. (1988); Vink et al. (2000) for hot stars; Hamann et al. (1995) for WR stars; metallicity-scaled; SeBa (Toonen et al. 2012),Hut (1981) equilibrium tides; SeBa includes tidal synchronization and circularization,Fryer et al. (2012) delayed; gravitational mass from CO core mass,Kroupa (2001) broken power-law; M1: 3–100 M☉,Flat-in-log (Öpik 1924); 1–10⁶ R☉,"Flat in q = M2/M1; q ∈ (0, 1] (Duchêne &amp; Kraus 2013)",1.0 (all stars assumed to be in binaries for this mass range),Solar metallicity (Z = 0.02) only; single-metallicity study,Not applicable (single-metallicity; no cosmic rate calculation in paper),3.0 (SeBa default; Fryer et al. 2012 delayed),"75 (Verbunt, Igoshev &amp; Cator 2017 bimodal; same as σ_strippedSN; σ₁=75 weight=0.42, σ₂=315 weight=0.58)",26.400000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.386363636400,0.613636363600,,,,,,,,,,,,,,,,,,,,
Dorozsmai & Toonen (2022),DT22-M3,2024,SeBa,SSE,DT22,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,315,75,αCE×λ = 0.05 (combined; α not stated separately in paper),0.3,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),Farmer et al. (2019),zeta prescription,F12 delayed,2.5,isotropic re-emission; γ parameter varies per model (see gamma column),True,1,alpha*lambda = 0.05,No (pessimistic; SeBa cemergeflag equivalent),de Jager et al. (1988); Vink et al. (2000) for hot stars; Hamann et al. (1995) for WR stars; metallicity-scaled; SeBa (Toonen et al. 2012),Hut (1981) equilibrium tides; SeBa includes tidal synchronization and circularization,Fryer et al. (2012) delayed; gravitational mass from CO core mass,Kroupa (2001) broken power-law; M1: 3–100 M☉,Flat-in-log (Öpik 1924); 1–10⁶ R☉,"Flat in q = M2/M1; q ∈ (0, 1] (Duchêne &amp; Kraus 2013)",1.0 (all stars assumed to be in binaries for this mass range),Solar metallicity (Z = 0.02) only; single-metallicity study,Not applicable (single-metallicity; no cosmic rate calculation in paper),3.0 (SeBa default; Fryer et al. 2012 delayed),"75 (Verbunt, Igoshev &amp; Cator 2017 bimodal; same as σ_strippedSN; σ₁=75 weight=0.42, σ₂=315 weight=0.58)",19.100000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.701570680600,0.298429319360,,,,,,,,,,,,,,,,,,,,
Dorozsmai & Toonen (2022),DT22-M4,2024,SeBa,SSE,DT22,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,315,75,αCE×λ = 0.05 (combined; α not stated separately in paper),0.7,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),Farmer et al. (2019),zeta prescription,F12 delayed,2.5,isotropic re-emission; γ parameter varies per model (see gamma column),True,1,alpha*lambda = 0.05,No (pessimistic; SeBa cemergeflag equivalent),de Jager et al. (1988); Vink et al. (2000) for hot stars; Hamann et al. (1995) for WR stars; metallicity-scaled; SeBa (Toonen et al. 2012),Hut (1981) equilibrium tides; SeBa includes tidal synchronization and circularization,Fryer et al. (2012) delayed; gravitational mass from CO core mass,Kroupa (2001) broken power-law; M1: 3–100 M☉,Flat-in-log (Öpik 1924); 1–10⁶ R☉,"Flat in q = M2/M1; q ∈ (0, 1] (Duchêne &amp; Kraus 2013)",1.0 (all stars assumed to be in binaries for this mass range),Solar metallicity (Z = 0.02) only; single-metallicity study,Not applicable (single-metallicity; no cosmic rate calculation in paper),3.0 (SeBa default; Fryer et al. 2012 delayed),"75 (Verbunt, Igoshev &amp; Cator 2017 bimodal; same as σ_strippedSN; σ₁=75 weight=0.42, σ₂=315 weight=0.58)",21.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.433333333300,0.566666666660,,,,,,,,,,,,,,,,,,,,
Dorozsmai & Toonen (2022),DT22-M5,2024,SeBa,SSE,DT22,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,315,75,αCE×λ = 0.05 (combined; α not stated separately in paper),0.3,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),Farmer et al. (2019),zeta prescription,F12 delayed,2.5,isotropic re-emission; γ parameter varies per model (see gamma column),True,1,alpha*lambda = 0.05,No (pessimistic; SeBa cemergeflag equivalent),de Jager et al. (1988); Vink et al. (2000) for hot stars; Hamann et al. (1995) for WR stars; metallicity-scaled; SeBa (Toonen et al. 2012),Hut (1981) equilibrium tides; SeBa includes tidal synchronization and circularization,Fryer et al. (2012) delayed; gravitational mass from CO core mass,Kroupa (2001) broken power-law; M1: 3–100 M☉,Flat-in-log (Öpik 1924); 1–10⁶ R☉,"Flat in q = M2/M1; q ∈ (0, 1] (Duchêne &amp; Kraus 2013)",1.0 (all stars assumed to be in binaries for this mass range),Solar metallicity (Z = 0.02) only; single-metallicity study,Not applicable (single-metallicity; no cosmic rate calculation in paper),3.0 (SeBa default; Fryer et al. 2012 delayed),"75 (Verbunt, Igoshev &amp; Cator 2017 bimodal; same as σ_strippedSN; σ₁=75 weight=0.42, σ₂=315 weight=0.58)",67.300000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.891530460600,0.108469539370,,,,,,,,,,,,,,,,,,,,
Dorozsmai & Toonen (2022),DT22-M6,2024,SeBa,SSE,DT22,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,315,75,αCE×λ = 0.05 (combined; α not stated separately in paper),0.7,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),Farmer et al. (2019),zeta prescription,F12 delayed,2.5,isotropic re-emission; γ parameter varies per model (see gamma column),True,1,alpha*lambda = 0.05,No (pessimistic; SeBa cemergeflag equivalent),de Jager et al. (1988); Vink et al. (2000) for hot stars; Hamann et al. (1995) for WR stars; metallicity-scaled; SeBa (Toonen et al. 2012),Hut (1981) equilibrium tides; SeBa includes tidal synchronization and circularization,Fryer et al. (2012) delayed; gravitational mass from CO core mass,Kroupa (2001) broken power-law; M1: 3–100 M☉,Flat-in-log (Öpik 1924); 1–10⁶ R☉,"Flat in q = M2/M1; q ∈ (0, 1] (Duchêne &amp; Kraus 2013)",1.0 (all stars assumed to be in binaries for this mass range),Solar metallicity (Z = 0.02) only; single-metallicity study,Not applicable (single-metallicity; no cosmic rate calculation in paper),3.0 (SeBa default; Fryer et al. 2012 delayed),"75 (Verbunt, Igoshev &amp; Cator 2017 bimodal; same as σ_strippedSN; σ₁=75 weight=0.42, σ₂=315 weight=0.58)",100.900000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.881070366700,0.118929633310,,,,,,,,,,,,,,,,,,,,
Dorozsmai & Toonen (2022),DT22-M7,2024,SeBa,SSE,DT22,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,315,75,αCE×λ = 0.05 (combined; α not stated separately in paper),0.3,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),Farmer et al. (2019),zeta prescription,F12 delayed,2.5,isotropic re-emission; γ parameter varies per model (see gamma column),True,1,alpha*lambda = 0.05,No (pessimistic; SeBa cemergeflag equivalent),de Jager et al. (1988); Vink et al. (2000) for hot stars; Hamann et al. (1995) for WR stars; metallicity-scaled; SeBa (Toonen et al. 2012),Hut (1981) equilibrium tides; SeBa includes tidal synchronization and circularization,Fryer et al. (2012) delayed; gravitational mass from CO core mass,Kroupa (2001) broken power-law; M1: 3–100 M☉,Flat-in-log (Öpik 1924); 1–10⁶ R☉,"Flat in q = M2/M1; q ∈ (0, 1] (Duchêne &amp; Kraus 2013)",1.0 (all stars assumed to be in binaries for this mass range),Solar metallicity (Z = 0.02) only; single-metallicity study,Not applicable (single-metallicity; no cosmic rate calculation in paper),3.0 (SeBa default; Fryer et al. 2012 delayed),"75 (Verbunt, Igoshev &amp; Cator 2017 bimodal; same as σ_strippedSN; σ₁=75 weight=0.42, σ₂=315 weight=0.58)",59.500000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.905882352900,0.094117647060,,,,,,,,,,,,,,,,,,,,
