B21-alpha5,https://arxiv.org/pdf/2010.16333,2021,POSYDON,POSY,hybrid,$\alpha = 5$,,,,BA21,265,30,Hobbs 2005,5,αCE varies per model; pessimistic CE (HG donors fail); POSYDON hybrid,non-conservative (Eddington-limited onto BH); 10x thermal rate for stellar accretor,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),"The stability of Roche-lobe overflow mass transfer is determined by the rate at which the Roche-lobe radius is changing as a result of mass-transfer d log(RL)/d log(m) to the response of the radius of a star as its mass is changing d log(R∗)/d log(m). We use the approximation of Eggleton (1983) for the Roche-lobe radius while we approximate the radial response of the star depending on its stellar type. We adopt the values assumed in Neijssel et al. (2019); Bavera et al. (2020). The stability of the mass transfer can then be determined by solving this equation with respect to the critical mass ratio, defined as qcrit = mdonor/maccretor. For MS stars we use d log(R∗)/d log(m) = 2.0 which correspond to qcrit ' 1.72 while for HG stars d log(R∗)/d log(m) = 6.5 which correspond to qcrit ' 3.83 (Ge et al. 2015). For stars on the GB and AGB we use fits from Hjellming & Webbink (1987). For stripped stars we adopt qcrit as in Claeys et al. (2014). Different choices of qcrit, especially for GB and AGB stars have an impact on the parameter space that leads to the formation of BBHs, hence on the merger rate, see Sec. 4.3 for a discussion of this uncertainty.",Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
B21-eddington-1E3,https://arxiv.org/pdf/2010.16333,2021,POSYDON,POSY,hybrid,$10^3 \dot{m}_{\rm{E}}$,,,,BA21,265,30,Hobbs 2005,1,αCE varies per model; pessimistic CE (HG donors fail); POSYDON hybrid,non-conservative (Eddington-limited onto BH); 10x thermal rate for stellar accretor,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),"The stability of Roche-lobe overflow mass transfer is determined by the rate at which the Roche-lobe radius is changing as a result of mass-transfer d log(RL)/d log(m) to the response of the radius of a star as its mass is changing d log(R∗)/d log(m). We use the approximation of Eggleton (1983) for the Roche-lobe radius while we approximate the radial response of the star depending on its stellar type. We adopt the values assumed in Neijssel et al. (2019); Bavera et al. (2020). The stability of the mass transfer can then be determined by solving this equation with respect to the critical mass ratio, defined as qcrit = mdonor/maccretor. For MS stars we use d log(R∗)/d log(m) = 2.0 which correspond to qcrit ' 1.72 while for HG stars d log(R∗)/d log(m) = 6.5 which correspond to qcrit ' 3.83 (Ge et al. 2015). For stars on the GB and AGB we use fits from Hjellming & Webbink (1987). For stripped stars we adopt qcrit as in Claeys et al. (2014). Different choices of qcrit, especially for GB and AGB stars have an impact on the parameter space that leads to the formation of BBHs, hence on the merger rate, see Sec. 4.3 for a discussion of this uncertainty.",Hurley (2002) AM of accretor,adjusted,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
B21-eddington-1E5,https://arxiv.org/pdf/2010.16333,2021,POSYDON,POSY,hybrid,$10^6 \dot{m}_{\rm{E}}$,,,,BA21,265,30,Hobbs 2005,1,αCE varies per model; pessimistic CE (HG donors fail); POSYDON hybrid,non-conservative (Eddington-limited onto BH); 10x thermal rate for stellar accretor,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),"The stability of Roche-lobe overflow mass transfer is determined by the rate at which the Roche-lobe radius is changing as a result of mass-transfer d log(RL)/d log(m) to the response of the radius of a star as its mass is changing d log(R∗)/d log(m). We use the approximation of Eggleton (1983) for the Roche-lobe radius while we approximate the radial response of the star depending on its stellar type. We adopt the values assumed in Neijssel et al. (2019); Bavera et al. (2020). The stability of the mass transfer can then be determined by solving this equation with respect to the critical mass ratio, defined as qcrit = mdonor/maccretor. For MS stars we use d log(R∗)/d log(m) = 2.0 which correspond to qcrit ' 1.72 while for HG stars d log(R∗)/d log(m) = 6.5 which correspond to qcrit ' 3.83 (Ge et al. 2015). For stars on the GB and AGB we use fits from Hjellming & Webbink (1987). For stripped stars we adopt qcrit as in Claeys et al. (2014). Different choices of qcrit, especially for GB and AGB stars have an impact on the parameter space that leads to the formation of BBHs, hence on the merger rate, see Sec. 4.3 for a discussion of this uncertainty.",Hurley (2002) AM of accretor,adjusted,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
B21-eddington-1E9,https://arxiv.org/pdf/2010.16333,2021,POSYDON,POSY,hybrid,$10^9 \dot{m}_{\rm{E}}$,,,,BA21,265,30,Hobbs 2005,1,αCE varies per model; pessimistic CE (HG donors fail); POSYDON hybrid,non-conservative (Eddington-limited onto BH); 10x thermal rate for stellar accretor,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),"The stability of Roche-lobe overflow mass transfer is determined by the rate at which the Roche-lobe radius is changing as a result of mass-transfer d log(RL)/d log(m) to the response of the radius of a star as its mass is changing d log(R∗)/d log(m). We use the approximation of Eggleton (1983) for the Roche-lobe radius while we approximate the radial response of the star depending on its stellar type. We adopt the values assumed in Neijssel et al. (2019); Bavera et al. (2020). The stability of the mass transfer can then be determined by solving this equation with respect to the critical mass ratio, defined as qcrit = mdonor/maccretor. For MS stars we use d log(R∗)/d log(m) = 2.0 which correspond to qcrit ' 1.72 while for HG stars d log(R∗)/d log(m) = 6.5 which correspond to qcrit ' 3.83 (Ge et al. 2015). For stars on the GB and AGB we use fits from Hjellming & Webbink (1987). For stripped stars we adopt qcrit as in Claeys et al. (2014). Different choices of qcrit, especially for GB and AGB stars have an impact on the parameter space that leads to the formation of BBHs, hence on the merger rate, see Sec. 4.3 for a discussion of this uncertainty.",Hurley (2002) AM of accretor,adjusted,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
B21-noRLOFatZAMS,https://arxiv.org/pdf/2010.16333,2021,POSYDON,POSY,hybrid,no MT ZAMS,,,,BA21,265,30,Hobbs 2005,1,αCE varies per model; pessimistic CE (HG donors fail); POSYDON hybrid,non-conservative (Eddington-limited onto BH); 10x thermal rate for stellar accretor,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),"The stability of Roche-lobe overflow mass transfer is determined by the rate at which the Roche-lobe radius is changing as a result of mass-transfer d log(RL)/d log(m) to the response of the radius of a star as its mass is changing d log(R∗)/d log(m). We use the approximation of Eggleton (1983) for the Roche-lobe radius while we approximate the radial response of the star depending on its stellar type. We adopt the values assumed in Neijssel et al. (2019); Bavera et al. (2020). The stability of the mass transfer can then be determined by solving this equation with respect to the critical mass ratio, defined as qcrit = mdonor/maccretor. For MS stars we use d log(R∗)/d log(m) = 2.0 which correspond to qcrit ' 1.72 while for HG stars d log(R∗)/d log(m) = 6.5 which correspond to qcrit ' 3.83 (Ge et al. 2015). For stars on the GB and AGB we use fits from Hjellming & Webbink (1987). For stripped stars we adopt qcrit as in Claeys et al. (2014). Different choices of qcrit, especially for GB and AGB stars have an impact on the parameter space that leads to the formation of BBHs, hence on the merger rate, see Sec. 4.3 for a discussion of this uncertainty.",Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
B21-logU-SanaPrior,https://arxiv.org/pdf/2010.16333,2021,POSYDON,POSY,hybrid,logU prior,,,,BA21,265,30,Hobbs 2005,1,αCE varies per model; pessimistic CE (HG donors fail); POSYDON hybrid,non-conservative (Eddington-limited onto BH); 10x thermal rate for stellar accretor,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),"The stability of Roche-lobe overflow mass transfer is determined by the rate at which the Roche-lobe radius is changing as a result of mass-transfer d log(RL)/d log(m) to the response of the radius of a star as its mass is changing d log(R∗)/d log(m). We use the approximation of Eggleton (1983) for the Roche-lobe radius while we approximate the radial response of the star depending on its stellar type. We adopt the values assumed in Neijssel et al. (2019); Bavera et al. (2020). The stability of the mass transfer can then be determined by solving this equation with respect to the critical mass ratio, defined as qcrit = mdonor/maccretor. For MS stars we use d log(R∗)/d log(m) = 2.0 which correspond to qcrit ' 1.72 while for HG stars d log(R∗)/d log(m) = 6.5 which correspond to qcrit ' 3.83 (Ge et al. 2015). For stars on the GB and AGB we use fits from Hjellming & Webbink (1987). For stripped stars we adopt qcrit as in Claeys et al. (2014). Different choices of qcrit, especially for GB and AGB stars have an impact on the parameter space that leads to the formation of BBHs, hence on the merger rate, see Sec. 4.3 for a discussion of this uncertainty.",Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
B21-logU-noRLOFatZAMS,https://arxiv.org/pdf/2010.16333,2021,POSYDON,POSY,hybrid,logU prior,no MT ZAMS,,,BA21,265,30,Hobbs 2005,1,αCE varies per model; pessimistic CE (HG donors fail); POSYDON hybrid,non-conservative (Eddington-limited onto BH); 10x thermal rate for stellar accretor,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),"The stability of Roche-lobe overflow mass transfer is determined by the rate at which the Roche-lobe radius is changing as a result of mass-transfer d log(RL)/d log(m) to the response of the radius of a star as its mass is changing d log(R∗)/d log(m). We use the approximation of Eggleton (1983) for the Roche-lobe radius while we approximate the radial response of the star depending on its stellar type. We adopt the values assumed in Neijssel et al. (2019); Bavera et al. (2020). The stability of the mass transfer can then be determined by solving this equation with respect to the critical mass ratio, defined as qcrit = mdonor/maccretor. For MS stars we use d log(R∗)/d log(m) = 2.0 which correspond to qcrit ' 1.72 while for HG stars d log(R∗)/d log(m) = 6.5 which correspond to qcrit ' 3.83 (Ge et al. 2015). For stars on the GB and AGB we use fits from Hjellming & Webbink (1987). For stripped stars we adopt qcrit as in Claeys et al. (2014). Different choices of qcrit, especially for GB and AGB stars have an impact on the parameter space that leads to the formation of BBHs, hence on the merger rate, see Sec. 4.3 for a discussion of this uncertainty.",Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
B21-qcrit-Claeys,https://arxiv.org/pdf/2010.16333,2021,POSYDON,POSY,hybrid,$q_{\rm{c}}$ Claeys,,,,BA21,265,30,Hobbs 2005,1,αCE varies per model; pessimistic CE (HG donors fail); POSYDON hybrid,non-conservative (Eddington-limited onto BH); 10x thermal rate for stellar accretor,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),"The stability of Roche-lobe overflow mass transfer is determined by the rate at which the Roche-lobe radius is changing as a result of mass-transfer d log(RL)/d log(m) to the response of the radius of a star as its mass is changing d log(R∗)/d log(m). We use the approximation of Eggleton (1983) for the Roche-lobe radius while we approximate the radial response of the star depending on its stellar type. We adopt the values assumed in Neijssel et al. (2019); Bavera et al. (2020). The stability of the mass transfer can then be determined by solving this equation with respect to the critical mass ratio, defined as qcrit = mdonor/maccretor. For MS stars we use d log(R∗)/d log(m) = 2.0 which correspond to qcrit ' 1.72 while for HG stars d log(R∗)/d log(m) = 6.5 which correspond to qcrit ' 3.83 (Ge et al. 2015). For stars on the GB and AGB we use fits from Hjellming & Webbink (1987). For stripped stars we adopt qcrit as in Claeys et al. (2014). Different choices of qcrit, especially for GB and AGB stars have an impact on the parameter space that leads to the formation of BBHs, hence on the merger rate, see Sec. 4.3 for a discussion of this uncertainty.",Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
B21-qcrit-Belczynski,https://arxiv.org/pdf/2010.16333,2021,POSYDON,POSY,hybrid,$q_{\rm{c}}$ Belcz,,,,BA21,265,30,Hobbs 2005,1,αCE varies per model; pessimistic CE (HG donors fail); POSYDON hybrid,non-conservative (Eddington-limited onto BH); 10x thermal rate for stellar accretor,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),"The stability of Roche-lobe overflow mass transfer is determined by the rate at which the Roche-lobe radius is changing as a result of mass-transfer d log(RL)/d log(m) to the response of the radius of a star as its mass is changing d log(R∗)/d log(m). We use the approximation of Eggleton (1983) for the Roche-lobe radius while we approximate the radial response of the star depending on its stellar type. We adopt the values assumed in Neijssel et al. (2019); Bavera et al. (2020). The stability of the mass transfer can then be determined by solving this equation with respect to the critical mass ratio, defined as qcrit = mdonor/maccretor. For MS stars we use d log(R∗)/d log(m) = 2.0 which correspond to qcrit ' 1.72 while for HG stars d log(R∗)/d log(m) = 6.5 which correspond to qcrit ' 3.83 (Ge et al. 2015). For stars on the GB and AGB we use fits from Hjellming & Webbink (1987). For stripped stars we adopt qcrit as in Claeys et al. (2014). Different choices of qcrit, especially for GB and AGB stars have an impact on the parameter space that leads to the formation of BBHs, hence on the merger rate, see Sec. 4.3 for a discussion of this uncertainty.",Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
RG21-SN:N20,https://ui.adsabs.harvard.edu/abs/2021ApJ...912L..23R/abstract,2021,POSYDON,POSY,hybrid,N20 SN,ECSN low kick,,,RG21,265,20,Hobbs 2005,1,αCE=1.0; pessimistic CE (HG donors fail); POSYDON hybrid framework,thermal,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,Nanjing,N20 (Müller et al. 2016),Müller et al. (2016) N20 engine,Farmer et al. (2019),zeta prescription,Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
RG21-SN:rapid,https://ui.adsabs.harvard.edu/abs/2021ApJ...912L..23R/abstract,2021,POSYDON,POSY,hybrid,rapid SN,ECSN low kick,,,RG21,265,20,Hobbs 2005,1,αCE=1.0; pessimistic CE (HG donors fail); POSYDON hybrid framework,thermal,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,Nanjing,F12 rapid,Fryer 2012 rapid,Farmer et al. (2019),zeta prescription,Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
RG21-SN:delayed,https://ui.adsabs.harvard.edu/abs/2021ApJ...912L..23R/abstract,2021,POSYDON,POSY,hybrid,delayed SN,ECSN low kick,,,RG21,265,20,Hobbs 2005,1,αCE=1.0; pessimistic CE (HG donors fail); POSYDON hybrid framework,thermal,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,Nanjing,F12 delayed,Fryer 2012 delayed,Farmer et al. (2019),zeta prescription,Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
RG21-ESCN:Full-SN:N20,https://ui.adsabs.harvard.edu/abs/2021ApJ...912L..23R/abstract,2021,POSYDON,POSY,hybrid,N20 SN,ECSN 265 kick,,,RG21,265,265,Hobbs 2005,1,αCE=1.0; pessimistic CE (HG donors fail); POSYDON hybrid framework,thermal,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,Nanjing,N20 (Müller et al. 2016),Müller et al. (2016) N20 engine,Farmer et al. (2019),zeta prescription,Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
RG21-ESCN:Full-SN:rapid,https://ui.adsabs.harvard.edu/abs/2021ApJ...912L..23R/abstract,2021,POSYDON,POSY,hybrid,rapid SN,ECSN 265 kick,,,RG21,265,265,Hobbs 2005,1,αCE=1.0; pessimistic CE (HG donors fail); POSYDON hybrid framework,thermal,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,Nanjing,F12 rapid,Fryer 2012 rapid,Farmer et al. (2019),zeta prescription,Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
RG21-ECSN:Full-SN:delayed,https://ui.adsabs.harvard.edu/abs/2021ApJ...912L..23R/abstract,2021,POSYDON,POSY,hybrid,delayed SN,ECSN 265 kick,,,RG21,265,265,Hobbs 2005,1,αCE=1.0; pessimistic CE (HG donors fail); POSYDON hybrid framework,thermal,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,Nanjing,F12 delayed,Fryer 2012 delayed,Farmer et al. (2019),zeta prescription,Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
RG21-noBHkick-SN:N20,https://ui.adsabs.harvard.edu/abs/2021ApJ...912L..23R/abstract,2021,POSYDON,POSY,hybrid,N20 SN,no BH kick,,,RG21,0,20,Hobbs 2005,1,αCE=1.0; pessimistic CE (HG donors fail); POSYDON hybrid framework,thermal,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,Nanjing,N20 (Müller et al. 2016),Müller et al. (2016) N20 engine,Farmer et al. (2019),zeta prescription,Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
RG21-noBHkick-SN:rapid,https://ui.adsabs.harvard.edu/abs/2021ApJ...912L..23R/abstract,2021,POSYDON,POSY,hybrid,rapid SN,no BH kick,,,RG21,0,20,Hobbs 2005,1,αCE=1.0; pessimistic CE (HG donors fail); POSYDON hybrid framework,thermal,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,Nanjing,F12 rapid,Fryer 2012 rapid,Farmer et al. (2019),zeta prescription,Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
RG21-noBH-kick-SN:delayed,https://ui.adsabs.harvard.edu/abs/2021ApJ...912L..23R/abstract,2021,POSYDON,POSY,hybrid,delayed SN,no BH kick,,,RG21,0,20,Hobbs 2005,1,αCE=1.0; pessimistic CE (HG donors fail); POSYDON hybrid framework,thermal,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,Nanjing,F12 delayed,Fryer 2012 delayed,Farmer et al. (2019),zeta prescription,Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
DT22-M1,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,2024,SeBa,SeBa,SSE,$\beta = 0.3$,"$\xi_{ad,rad} = 4$",$\gamma = 2.5$,$T_{eff}$-K,DT22,0,75,"based on Verbunt, Igoshev & Cator (2017), The distribution of Verbunt, Igoshev & Cator (2017) is a combination of two Maxwellian functions with velocity dispersions of σ = 75 km s−1, and σ = 315 km s−1, and weights of 0.42 and 0.58, respectively",αCE×λ = 0.05 (combined; α not stated separately in paper),alpha*lambda = 0.05,0.3,2.5,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),F12 delayed,Fryer 2012 delayed; SeBa remnant mass treatment (Hurley et al. 2002 base),Farmer et al. (2019),zeta prescription,isotropic re-emission; γ parameter varies per model (see gamma column),TRUE,1,Combined αCE×λ = 0.05 parameter used directly (Toonen & Nelemans 2013; Toonen et al. 2012). Binding energy not computed separately; effective λ absorbed into the combined efficiency parameter. E_bind = ΔE_orb / (αCE×λ).
DT22-M2,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,2024,SeBa,SeBa,SSE,$\beta = 0.7$,"$\xi_{ad,rad} = 4$",$\gamma = 2.5$,$T_{eff}$-K,DT22,315,75,"based on Verbunt, Igoshev & Cator (2017), The distribution of Verbunt, Igoshev & Cator (2017) is a combination of two Maxwellian functions with velocity dispersions of σ = 75 km s−1, and σ = 315 km s−1, and weights of 0.42 and 0.58, respectively",αCE×λ = 0.05 (combined; α not stated separately in paper),alpha*lambda = 0.05,0.7,2.5,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),F12 delayed,Fryer 2012 delayed; SeBa remnant mass treatment (Hurley et al. 2002 base),Farmer et al. (2019),zeta prescription,isotropic re-emission; γ parameter varies per model (see gamma column),TRUE,1,Combined αCE×λ = 0.05 parameter used directly (Toonen & Nelemans 2013; Toonen et al. 2012). Binding energy not computed separately; effective λ absorbed into the combined efficiency parameter. E_bind = ΔE_orb / (αCE×λ).
DT22-M3,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,2024,SeBa,SeBa,SSE,$\beta = 0.3$,"$\xi_{ad,rad} = 4$",$\gamma = 2.5$,$T_{eff}$-IT,DT22,315,75,"based on Verbunt, Igoshev & Cator (2017), The distribution of Verbunt, Igoshev & Cator (2017) is a combination of two Maxwellian functions with velocity dispersions of σ = 75 km s−1, and σ = 315 km s−1, and weights of 0.42 and 0.58, respectively",αCE×λ = 0.05 (combined; α not stated separately in paper),alpha*lambda = 0.05,0.3,2.5,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),F12 delayed,Fryer 2012 delayed; SeBa remnant mass treatment (Hurley et al. 2002 base),Farmer et al. (2019),zeta prescription,isotropic re-emission; γ parameter varies per model (see gamma column),TRUE,1,Combined αCE×λ = 0.05 parameter used directly (Toonen & Nelemans 2013; Toonen et al. 2012). Binding energy not computed separately; effective λ absorbed into the combined efficiency parameter. E_bind = ΔE_orb / (αCE×λ).
DT22-M4,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,2024,SeBa,SeBa,SSE,$\beta = 0.7$,"$\xi_{ad,rad} = 4$",$\gamma = 2.5$,$T_{eff}$-IT,DT22,315,75,"based on Verbunt, Igoshev & Cator (2017), The distribution of Verbunt, Igoshev & Cator (2017) is a combination of two Maxwellian functions with velocity dispersions of σ = 75 km s−1, and σ = 315 km s−1, and weights of 0.42 and 0.58, respectively",αCE×λ = 0.05 (combined; α not stated separately in paper),alpha*lambda = 0.05,0.7,2.5,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),F12 delayed,Fryer 2012 delayed; SeBa remnant mass treatment (Hurley et al. 2002 base),Farmer et al. (2019),zeta prescription,isotropic re-emission; γ parameter varies per model (see gamma column),TRUE,1,Combined αCE×λ = 0.05 parameter used directly (Toonen & Nelemans 2013; Toonen et al. 2012). Binding energy not computed separately; effective λ absorbed into the combined efficiency parameter. E_bind = ΔE_orb / (αCE×λ).
DT22-M5,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,2024,SeBa,SeBa,SSE,$\beta = 0.3$,"$\xi_{ad,rad} = 7.5$",$\gamma = 2.5$,$T_{eff}$-K,DT22,315,75,"based on Verbunt, Igoshev & Cator (2017), The distribution of Verbunt, Igoshev & Cator (2017) is a combination of two Maxwellian functions with velocity dispersions of σ = 75 km s−1, and σ = 315 km s−1, and weights of 0.42 and 0.58, respectively",αCE×λ = 0.05 (combined; α not stated separately in paper),alpha*lambda = 0.05,0.3,2.5,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),F12 delayed,Fryer 2012 delayed; SeBa remnant mass treatment (Hurley et al. 2002 base),Farmer et al. (2019),zeta prescription,isotropic re-emission; γ parameter varies per model (see gamma column),TRUE,1,Combined αCE×λ = 0.05 parameter used directly (Toonen & Nelemans 2013; Toonen et al. 2012). Binding energy not computed separately; effective λ absorbed into the combined efficiency parameter. E_bind = ΔE_orb / (αCE×λ).
DT22-M6,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,2024,SeBa,SeBa,SSE,$\beta = 0.7$,"$\xi_{ad,rad} = 7.5$",$\gamma = 2.5$,$T_{eff}$-K,DT22,315,75,"based on Verbunt, Igoshev & Cator (2017), The distribution of Verbunt, Igoshev & Cator (2017) is a combination of two Maxwellian functions with velocity dispersions of σ = 75 km s−1, and σ = 315 km s−1, and weights of 0.42 and 0.58, respectively",αCE×λ = 0.05 (combined; α not stated separately in paper),alpha*lambda = 0.05,0.7,2.5,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),F12 delayed,Fryer 2012 delayed; SeBa remnant mass treatment (Hurley et al. 2002 base),Farmer et al. (2019),zeta prescription,isotropic re-emission; γ parameter varies per model (see gamma column),TRUE,1,Combined αCE×λ = 0.05 parameter used directly (Toonen & Nelemans 2013; Toonen et al. 2012). Binding energy not computed separately; effective λ absorbed into the combined efficiency parameter. E_bind = ΔE_orb / (αCE×λ).
